ods_code,provider,cancer,care,total_trt,less62wt,more62wt,wtgrp1,wtgrp2,wtgrp3,wtgrp4,wtgrp5,wtgrp6,wtgrp7,wtgrp8,breachpercent,shmi_value,shmi_banding,SHMI_merge,beds_day,bedDay_merge,beds_night,bedNight_merge,_Anaesthetics,_Clinical_oncology,_Emergency_Medicine,_General_medicine_group,_Pathology_group,_Radiology_group,_Surgical_group,hee_region_code,hee_regions,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,totstaff_merge,medstaff_merge,_Nurse_HealthVisitors,_STT,_Support_Clinical,_Support_STT,nonmedstaff_merge,ytd_plan,ytd_actual,finance_merge
RCF,AIREDALE NHS FOUNDATION TRUST,Lower Gastrointestinal,ADMITTED,9,8,1,0,0,1,7,0,0,1,0,.11111111,.96560001,2,matched (3),51.08888888888889,matched (3),351.5444444444444,matched (3),28.92,,24.15,85.490463,10.8,8.6999998,45.683498,YDF23, Yorkshire and the Humber,96.091003,4.6999998,25.75,,36.787498,5,14.6,,.61546004,,matched (3),matched (3),573.32672,330.78516,602.11761,177.71576,matched (3),5591,6193,matched (3)
RCF,AIREDALE NHS FOUNDATION TRUST,Breast,NON-ADMITTED,9,9,0,5,3,1,0,0,0,0,0,0,.96560001,2,matched (3),51.08888888888889,matched (3),351.5444444444444,matched (3),28.92,,24.15,85.490463,10.8,8.6999998,45.683498,YDF23, Yorkshire and the Humber,96.091003,4.6999998,25.75,,36.787498,5,14.6,,.61546004,,matched (3),matched (3),573.32672,330.78516,602.11761,177.71576,matched (3),5591,6193,matched (3)
RCF,AIREDALE NHS FOUNDATION TRUST,Lower Gastrointestinal,ALL CARE,16.5,14.5,2,1,0,2.5,11,.5,.5,1,0,.12121212,.96560001,2,matched (3),51.08888888888889,matched (3),351.5444444444444,matched (3),28.92,,24.15,85.490463,10.8,8.6999998,45.683498,YDF23, Yorkshire and the Humber,96.091003,4.6999998,25.75,,36.787498,5,14.6,,.61546004,,matched (3),matched (3),573.32672,330.78516,602.11761,177.71576,matched (3),5591,6193,matched (3)
RCF,AIREDALE NHS FOUNDATION TRUST,Breast,ALL CARE,24.5,24,.5,7,11,4,2,.5,0,0,0,.020408163,.96560001,2,matched (3),51.08888888888889,matched (3),351.5444444444444,matched (3),28.92,,24.15,85.490463,10.8,8.6999998,45.683498,YDF23, Yorkshire and the Humber,96.091003,4.6999998,25.75,,36.787498,5,14.6,,.61546004,,matched (3),matched (3),573.32672,330.78516,602.11761,177.71576,matched (3),5591,6193,matched (3)
RCF,AIREDALE NHS FOUNDATION TRUST,Lung,ADMITTED,4,3.5,.5,.5,0,.5,2.5,0,0,0,.5,.125,.96560001,2,matched (3),51.08888888888889,matched (3),351.5444444444444,matched (3),28.92,,24.15,85.490463,10.8,8.6999998,45.683498,YDF23, Yorkshire and the Humber,96.091003,4.6999998,25.75,,36.787498,5,14.6,,.61546004,,matched (3),matched (3),573.32672,330.78516,602.11761,177.71576,matched (3),5591,6193,matched (3)
RCF,AIREDALE NHS FOUNDATION TRUST,Lower Gastrointestinal,NON-ADMITTED,7.5,6.5,1,1,0,1.5,4,.5,.5,0,0,.13333334,.96560001,2,matched (3),51.08888888888889,matched (3),351.5444444444444,matched (3),28.92,,24.15,85.490463,10.8,8.6999998,45.683498,YDF23, Yorkshire and the Humber,96.091003,4.6999998,25.75,,36.787498,5,14.6,,.61546004,,matched (3),matched (3),573.32672,330.78516,602.11761,177.71576,matched (3),5591,6193,matched (3)
RCF,AIREDALE NHS FOUNDATION TRUST,Lung,NON-ADMITTED,4.5,4,.5,2,1,1,0,.5,0,0,0,.11111111,.96560001,2,matched (3),51.08888888888889,matched (3),351.5444444444444,matched (3),28.92,,24.15,85.490463,10.8,8.6999998,45.683498,YDF23, Yorkshire and the Humber,96.091003,4.6999998,25.75,,36.787498,5,14.6,,.61546004,,matched (3),matched (3),573.32672,330.78516,602.11761,177.71576,matched (3),5591,6193,matched (3)
RCF,AIREDALE NHS FOUNDATION TRUST,Breast,ADMITTED,15.5,15,.5,2,8,3,2,.5,0,0,0,.032258064,.96560001,2,matched (3),51.08888888888889,matched (3),351.5444444444444,matched (3),28.92,,24.15,85.490463,10.8,8.6999998,45.683498,YDF23, Yorkshire and the Humber,96.091003,4.6999998,25.75,,36.787498,5,14.6,,.61546004,,matched (3),matched (3),573.32672,330.78516,602.11761,177.71576,matched (3),5591,6193,matched (3)
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Lower Gastrointestinal,ALL CARE,17.5,12,5.5,1,3,1,7,0,2,2,1.5,.31428573,.96420002,2,matched (3),44.48888888888889,matched (3),517.8888888888889,matched (3),67.291679,,38.209251,145.00841,,18.02636,123.97136,YDF29," Kent, Surrey and Sussex",166.41954,8.9509096,,,119.5565,,38.5625,40.681252,,,matched (3),matched (3),840.24237,330.12823,682.56567,206.36343,matched (3),12966,7331,matched (3)
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Lung,ADMITTED,3.5,3.5,0,1.5,0,1,1,0,0,0,0,0,.96420002,2,matched (3),44.48888888888889,matched (3),517.8888888888889,matched (3),67.291679,,38.209251,145.00841,,18.02636,123.97136,YDF29," Kent, Surrey and Sussex",166.41954,8.9509096,,,119.5565,,38.5625,40.681252,,,matched (3),matched (3),840.24237,330.12823,682.56567,206.36343,matched (3),12966,7331,matched (3)
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Lower Gastrointestinal,ADMITTED,13.5,8.5,5,1,1,1,5.5,0,2,2,1,.37037036,.96420002,2,matched (3),44.48888888888889,matched (3),517.8888888888889,matched (3),67.291679,,38.209251,145.00841,,18.02636,123.97136,YDF29," Kent, Surrey and Sussex",166.41954,8.9509096,,,119.5565,,38.5625,40.681252,,,matched (3),matched (3),840.24237,330.12823,682.56567,206.36343,matched (3),12966,7331,matched (3)
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Breast,ADMITTED,24,21,3,1,1,8,11,2,1,0,0,.125,.96420002,2,matched (3),44.48888888888889,matched (3),517.8888888888889,matched (3),67.291679,,38.209251,145.00841,,18.02636,123.97136,YDF29," Kent, Surrey and Sussex",166.41954,8.9509096,,,119.5565,,38.5625,40.681252,,,matched (3),matched (3),840.24237,330.12823,682.56567,206.36343,matched (3),12966,7331,matched (3)
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Lung,NON-ADMITTED,2.5,1.5,1,0,0,1,.5,.5,.5,0,0,.40000001,.96420002,2,matched (3),44.48888888888889,matched (3),517.8888888888889,matched (3),67.291679,,38.209251,145.00841,,18.02636,123.97136,YDF29," Kent, Surrey and Sussex",166.41954,8.9509096,,,119.5565,,38.5625,40.681252,,,matched (3),matched (3),840.24237,330.12823,682.56567,206.36343,matched (3),12966,7331,matched (3)
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Breast,NON-ADMITTED,6,6,0,3,2,0,1,0,0,0,0,0,.96420002,2,matched (3),44.48888888888889,matched (3),517.8888888888889,matched (3),67.291679,,38.209251,145.00841,,18.02636,123.97136,YDF29," Kent, Surrey and Sussex",166.41954,8.9509096,,,119.5565,,38.5625,40.681252,,,matched (3),matched (3),840.24237,330.12823,682.56567,206.36343,matched (3),12966,7331,matched (3)
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Lung,ALL CARE,6,5,1,1.5,0,2,1.5,.5,.5,0,0,.16666667,.96420002,2,matched (3),44.48888888888889,matched (3),517.8888888888889,matched (3),67.291679,,38.209251,145.00841,,18.02636,123.97136,YDF29," Kent, Surrey and Sussex",166.41954,8.9509096,,,119.5565,,38.5625,40.681252,,,matched (3),matched (3),840.24237,330.12823,682.56567,206.36343,matched (3),12966,7331,matched (3)
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Lower Gastrointestinal,NON-ADMITTED,4,3.5,.5,0,2,0,1.5,0,0,0,.5,.125,.96420002,2,matched (3),44.48888888888889,matched (3),517.8888888888889,matched (3),67.291679,,38.209251,145.00841,,18.02636,123.97136,YDF29," Kent, Surrey and Sussex",166.41954,8.9509096,,,119.5565,,38.5625,40.681252,,,matched (3),matched (3),840.24237,330.12823,682.56567,206.36343,matched (3),12966,7331,matched (3)
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Breast,ALL CARE,30,27,3,4,3,8,12,2,1,0,0,.1,.96420002,2,matched (3),44.48888888888889,matched (3),517.8888888888889,matched (3),67.291679,,38.209251,145.00841,,18.02636,123.97136,YDF29," Kent, Surrey and Sussex",166.41954,8.9509096,,,119.5565,,38.5625,40.681252,,,matched (3),matched (3),840.24237,330.12823,682.56567,206.36343,matched (3),12966,7331,matched (3)
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Lower Gastrointestinal,ALL CARE,35,29,6,3,2,2,22,1,3,1,1,.17142858,1.0712,2,matched (3),91.48888888888889,matched (3),905.7555555555556,matched (3),134.44209,14.787499,52.799999,250.09454,26.4,37.149002,196.54272,YDF28, North Central and East London,271.01746,15.5875,73.419998,33.5,112.2,,120.2,,.69091004,,matched (3),matched (3),1627.0261,700.80762,1394.6522,408.54413,matched (3),-11900,-10874,matched (3)
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Breast,ADMITTED,47,47,0,7,8,18,14,0,0,0,0,0,1.0712,2,matched (3),91.48888888888889,matched (3),905.7555555555556,matched (3),134.44209,14.787499,52.799999,250.09454,26.4,37.149002,196.54272,YDF28, North Central and East London,271.01746,15.5875,73.419998,33.5,112.2,,120.2,,.69091004,,matched (3),matched (3),1627.0261,700.80762,1394.6522,408.54413,matched (3),-11900,-10874,matched (3)
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Lung,NON-ADMITTED,14,13,1,1,1,3,8,1,0,0,0,.071428575,1.0712,2,matched (3),91.48888888888889,matched (3),905.7555555555556,matched (3),134.44209,14.787499,52.799999,250.09454,26.4,37.149002,196.54272,YDF28, North Central and East London,271.01746,15.5875,73.419998,33.5,112.2,,120.2,,.69091004,,matched (3),matched (3),1627.0261,700.80762,1394.6522,408.54413,matched (3),-11900,-10874,matched (3)
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Breast,NON-ADMITTED,13,13,0,3,5,3,2,0,0,0,0,0,1.0712,2,matched (3),91.48888888888889,matched (3),905.7555555555556,matched (3),134.44209,14.787499,52.799999,250.09454,26.4,37.149002,196.54272,YDF28, North Central and East London,271.01746,15.5875,73.419998,33.5,112.2,,120.2,,.69091004,,matched (3),matched (3),1627.0261,700.80762,1394.6522,408.54413,matched (3),-11900,-10874,matched (3)
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Lower Gastrointestinal,ADMITTED,16,13,3,3,1,2,7,0,2,0,1,.1875,1.0712,2,matched (3),91.48888888888889,matched (3),905.7555555555556,matched (3),134.44209,14.787499,52.799999,250.09454,26.4,37.149002,196.54272,YDF28, North Central and East London,271.01746,15.5875,73.419998,33.5,112.2,,120.2,,.69091004,,matched (3),matched (3),1627.0261,700.80762,1394.6522,408.54413,matched (3),-11900,-10874,matched (3)
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Lung,ADMITTED,14,10,4,1,0,3.5,5.5,.5,1,.5,2,.2857143,1.0712,2,matched (3),91.48888888888889,matched (3),905.7555555555556,matched (3),134.44209,14.787499,52.799999,250.09454,26.4,37.149002,196.54272,YDF28, North Central and East London,271.01746,15.5875,73.419998,33.5,112.2,,120.2,,.69091004,,matched (3),matched (3),1627.0261,700.80762,1394.6522,408.54413,matched (3),-11900,-10874,matched (3)
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Lung,ALL CARE,28,23,5,2,1,6.5,13.5,1.5,1,.5,2,.17857143,1.0712,2,matched (3),91.48888888888889,matched (3),905.7555555555556,matched (3),134.44209,14.787499,52.799999,250.09454,26.4,37.149002,196.54272,YDF28, North Central and East London,271.01746,15.5875,73.419998,33.5,112.2,,120.2,,.69091004,,matched (3),matched (3),1627.0261,700.80762,1394.6522,408.54413,matched (3),-11900,-10874,matched (3)
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Lower Gastrointestinal,NON-ADMITTED,19,16,3,0,1,0,15,1,1,1,0,.15789473,1.0712,2,matched (3),91.48888888888889,matched (3),905.7555555555556,matched (3),134.44209,14.787499,52.799999,250.09454,26.4,37.149002,196.54272,YDF28, North Central and East London,271.01746,15.5875,73.419998,33.5,112.2,,120.2,,.69091004,,matched (3),matched (3),1627.0261,700.80762,1394.6522,408.54413,matched (3),-11900,-10874,matched (3)
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Breast,ALL CARE,60,60,0,10,13,21,16,0,0,0,0,0,1.0712,2,matched (3),91.48888888888889,matched (3),905.7555555555556,matched (3),134.44209,14.787499,52.799999,250.09454,26.4,37.149002,196.54272,YDF28, North Central and East London,271.01746,15.5875,73.419998,33.5,112.2,,120.2,,.69091004,,matched (3),matched (3),1627.0261,700.80762,1394.6522,408.54413,matched (3),-11900,-10874,matched (3)
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Lung,ADMITTED,4.5,4.5,0,.5,0,2.5,1.5,0,0,0,0,0,.99150002,2,matched (3),76,matched (3),351,matched (3),37.611401,,36.994102,96.849998,13.4,9,71.150002,YDF23, Yorkshire and the Humber,108.3108,,33.994701,,42.700001,40,,,,,matched (3),matched (3),732.31006,347.34308,675.42572,175.99548,matched (3),-8024,-6514,matched (3)
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Lower Gastrointestinal,ALL CARE,13,8.5,4.5,1,2,0,5.5,3,1.5,0,0,.34615386,.99150002,2,matched (3),76,matched (3),351,matched (3),37.611401,,36.994102,96.849998,13.4,9,71.150002,YDF23, Yorkshire and the Humber,108.3108,,33.994701,,42.700001,40,,,,,matched (3),matched (3),732.31006,347.34308,675.42572,175.99548,matched (3),-8024,-6514,matched (3)
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Breast,NON-ADMITTED,3,3,0,2,0,1,0,0,0,0,0,0,.99150002,2,matched (3),76,matched (3),351,matched (3),37.611401,,36.994102,96.849998,13.4,9,71.150002,YDF23, Yorkshire and the Humber,108.3108,,33.994701,,42.700001,40,,,,,matched (3),matched (3),732.31006,347.34308,675.42572,175.99548,matched (3),-8024,-6514,matched (3)
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Lower Gastrointestinal,ADMITTED,9,5.5,3.5,0,1,0,4.5,2.5,1,0,0,.3888889,.99150002,2,matched (3),76,matched (3),351,matched (3),37.611401,,36.994102,96.849998,13.4,9,71.150002,YDF23, Yorkshire and the Humber,108.3108,,33.994701,,42.700001,40,,,,,matched (3),matched (3),732.31006,347.34308,675.42572,175.99548,matched (3),-8024,-6514,matched (3)
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Lung,ALL CARE,9.5,8.5,1,2,1,2.5,3,0,0,0,1,.10526316,.99150002,2,matched (3),76,matched (3),351,matched (3),37.611401,,36.994102,96.849998,13.4,9,71.150002,YDF23, Yorkshire and the Humber,108.3108,,33.994701,,42.700001,40,,,,,matched (3),matched (3),732.31006,347.34308,675.42572,175.99548,matched (3),-8024,-6514,matched (3)
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Breast,ADMITTED,16,16,0,8.5,2,5.5,0,0,0,0,0,0,.99150002,2,matched (3),76,matched (3),351,matched (3),37.611401,,36.994102,96.849998,13.4,9,71.150002,YDF23, Yorkshire and the Humber,108.3108,,33.994701,,42.700001,40,,,,,matched (3),matched (3),732.31006,347.34308,675.42572,175.99548,matched (3),-8024,-6514,matched (3)
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Breast,ALL CARE,19,19,0,10.5,2,6.5,0,0,0,0,0,0,.99150002,2,matched (3),76,matched (3),351,matched (3),37.611401,,36.994102,96.849998,13.4,9,71.150002,YDF23, Yorkshire and the Humber,108.3108,,33.994701,,42.700001,40,,,,,matched (3),matched (3),732.31006,347.34308,675.42572,175.99548,matched (3),-8024,-6514,matched (3)
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Lower Gastrointestinal,NON-ADMITTED,4,3,1,1,1,0,1,.5,.5,0,0,.25,.99150002,2,matched (3),76,matched (3),351,matched (3),37.611401,,36.994102,96.849998,13.4,9,71.150002,YDF23, Yorkshire and the Humber,108.3108,,33.994701,,42.700001,40,,,,,matched (3),matched (3),732.31006,347.34308,675.42572,175.99548,matched (3),-8024,-6514,matched (3)
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Lung,NON-ADMITTED,5,4,1,1.5,1,0,1.5,0,0,0,1,.2,.99150002,2,matched (3),76,matched (3),351,matched (3),37.611401,,36.994102,96.849998,13.4,9,71.150002,YDF23, Yorkshire and the Humber,108.3108,,33.994701,,42.700001,40,,,,,matched (3),matched (3),732.31006,347.34308,675.42572,175.99548,matched (3),-8024,-6514,matched (3)
R1H,BARTS HEALTH NHS TRUST,Lung,ALL CARE,24,21,3,4,5,3.5,8.5,1,0,1,1,.125,.88209999,3,matched (3),288.5444444444444,matched (3),1706,matched (3),316.70453,12.725,176.0114,671.62793,91,101.3,426.90857,YDF28, North Central and East London,706.65112,19.00909,42.200001,,694.28748,131.3,98.299995,100.6,1.01333,1.41643,matched (3),matched (3),4156.856,1804.8513,2812.4072,644.85126,matched (3),-82700,-69062,matched (3)
R1H,BARTS HEALTH NHS TRUST,Lower Gastrointestinal,ADMITTED,13,10,3,0,0,1,9,0,1,2,0,.23076923,.88209999,3,matched (3),288.5444444444444,matched (3),1706,matched (3),316.70453,12.725,176.0114,671.62793,91,101.3,426.90857,YDF28, North Central and East London,706.65112,19.00909,42.200001,,694.28748,131.3,98.299995,100.6,1.01333,1.41643,matched (3),matched (3),4156.856,1804.8513,2812.4072,644.85126,matched (3),-82700,-69062,matched (3)
R1H,BARTS HEALTH NHS TRUST,Lung,NON-ADMITTED,11,11,0,4,3,2,2,0,0,0,0,0,.88209999,3,matched (3),288.5444444444444,matched (3),1706,matched (3),316.70453,12.725,176.0114,671.62793,91,101.3,426.90857,YDF28, North Central and East London,706.65112,19.00909,42.200001,,694.28748,131.3,98.299995,100.6,1.01333,1.41643,matched (3),matched (3),4156.856,1804.8513,2812.4072,644.85126,matched (3),-82700,-69062,matched (3)
R1H,BARTS HEALTH NHS TRUST,Lung,ADMITTED,13,10,3,0,2,1.5,6.5,1,0,1,1,.23076923,.88209999,3,matched (3),288.5444444444444,matched (3),1706,matched (3),316.70453,12.725,176.0114,671.62793,91,101.3,426.90857,YDF28, North Central and East London,706.65112,19.00909,42.200001,,694.28748,131.3,98.299995,100.6,1.01333,1.41643,matched (3),matched (3),4156.856,1804.8513,2812.4072,644.85126,matched (3),-82700,-69062,matched (3)
R1H,BARTS HEALTH NHS TRUST,Lower Gastrointestinal,NON-ADMITTED,7,2.5,4.5,1,1,0,.5,0,1.5,2,1,.64285713,.88209999,3,matched (3),288.5444444444444,matched (3),1706,matched (3),316.70453,12.725,176.0114,671.62793,91,101.3,426.90857,YDF28, North Central and East London,706.65112,19.00909,42.200001,,694.28748,131.3,98.299995,100.6,1.01333,1.41643,matched (3),matched (3),4156.856,1804.8513,2812.4072,644.85126,matched (3),-82700,-69062,matched (3)
R1H,BARTS HEALTH NHS TRUST,Lower Gastrointestinal,ALL CARE,20,12.5,7.5,1,1,1,9.5,0,2.5,4,1,.375,.88209999,3,matched (3),288.5444444444444,matched (3),1706,matched (3),316.70453,12.725,176.0114,671.62793,91,101.3,426.90857,YDF28, North Central and East London,706.65112,19.00909,42.200001,,694.28748,131.3,98.299995,100.6,1.01333,1.41643,matched (3),matched (3),4156.856,1804.8513,2812.4072,644.85126,matched (3),-82700,-69062,matched (3)
R1H,BARTS HEALTH NHS TRUST,Breast,ALL CARE,68,65.5,2.5,7,5,24.5,29,2.5,0,0,0,.036764707,.88209999,3,matched (3),288.5444444444444,matched (3),1706,matched (3),316.70453,12.725,176.0114,671.62793,91,101.3,426.90857,YDF28, North Central and East London,706.65112,19.00909,42.200001,,694.28748,131.3,98.299995,100.6,1.01333,1.41643,matched (3),matched (3),4156.856,1804.8513,2812.4072,644.85126,matched (3),-82700,-69062,matched (3)
R1H,BARTS HEALTH NHS TRUST,Breast,ADMITTED,55.5,53.5,2,6,2,21.5,24,2,0,0,0,.036036037,.88209999,3,matched (3),288.5444444444444,matched (3),1706,matched (3),316.70453,12.725,176.0114,671.62793,91,101.3,426.90857,YDF28, North Central and East London,706.65112,19.00909,42.200001,,694.28748,131.3,98.299995,100.6,1.01333,1.41643,matched (3),matched (3),4156.856,1804.8513,2812.4072,644.85126,matched (3),-82700,-69062,matched (3)
R1H,BARTS HEALTH NHS TRUST,Breast,NON-ADMITTED,12.5,12,.5,1,3,3,5,.5,0,0,0,.039999999,.88209999,3,matched (3),288.5444444444444,matched (3),1706,matched (3),316.70453,12.725,176.0114,671.62793,91,101.3,426.90857,YDF28, North Central and East London,706.65112,19.00909,42.200001,,694.28748,131.3,98.299995,100.6,1.01333,1.41643,matched (3),matched (3),4156.856,1804.8513,2812.4072,644.85126,matched (3),-82700,-69062,matched (3)
RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Lung,ADMITTED,14.5,8.5,6,2,1,.5,5,2.5,1,1.5,1,.41379312,1.0362999,2,matched (3),67.31111111111112,matched (3),637,matched (3),51.549999,,,194.86301,17,24.5,128.86818,YDF22, East of England,180.02936,,74.870003,,,,46.5,,,,matched (3),matched (3),1104.5891,327.40146,1099.4977,257.57669,matched (3),-15443,-13698,matched (3)
